1.000000000000000000e+00,7.120000000000000000e+02,4.082306234599735006e+01,7.121104171430423513e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.326000000000000000e+03,4.105119640413123960e+01,1.138950267463359145e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.380000000000000000e+03,4.085883069878206442e+01,6.183182876382202764e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.519000000000000000e+03,4.103014473093826098e+01,1.690969330318534247e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.606000000000000000e+03,4.093115870509232934e+01,4.286590719759902690e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,1.857000000000000000e+03,4.085081010158700110e+01,6.393499771698261114e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,2.075000000000000000e+03,4.081400604834795587e+01,7.358579306804516662e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,2.105000000000000000e+03,4.084590455267897369e+01,6.522133561809794422e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,2.775000000000000000e+03,4.101781221162222124e+01,2.014353875246355674e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,3.322000000000000000e+03,4.106051082688150444e+01,8.947065500872553034e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+00,3.890000000000000000e+03,4.097799926464983145e+01,3.058332920319722259e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.000000000000000000e+00,5.200000000000000000e+01,6.683749032673023294e+01,1.495386156557283641e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+00,2.273000000000000000e+03,1.349910523161344713e+02,1.216064029466054208e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+00,2.896000000000000000e+03,1.339572748537157452e+02,1.279163762790487802e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+00,3.788000000000000000e+03,1.336810109165978986e+02,1.296026367551195158e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+00,3.805000000000000000e+03,1.345367411456619493e+02,1.243794285488520934e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,9.450000000000000000e+02,5.087054428423019914e+01,1.477527959188884097e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,9.990000000000000000e+02,5.187313771896330650e+01,1.492099702730784259e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,2.253000000000000000e+03,4.852919175646884042e+01,1.443498623474351916e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,2.776000000000000000e+03,4.959049484956531018e+01,1.458923656151674493e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,2.813000000000000000e+03,5.105146542540438048e+01,1.480157476178689535e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,2.906000000000000000e+03,4.861771254074810145e+01,1.444785189017231630e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,2.941000000000000000e+03,5.153057284722406450e+01,1.487120847609139958e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+00,3.837000000000000000e+03,5.151359100873531105e+01,1.486874032712138387e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
6.000000000000000000e+00,9.600000000000000000e+01,5.632445392168470022e+01,3.834387731355896989e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
6.000000000000000000e+00,2.537000000000000000e+03,5.722893647042275234e+01,3.781834071315032020e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
6.000000000000000000e+00,3.528000000000000000e+03,5.786885679925494941e+01,3.744652419262587983e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
6.000000000000000000e+00,4.059000000000000000e+03,5.389803490374141859e+01,3.975371325084258700e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,2.078000000000000000e+03,1.307342788232445230e+02,1.248434293318317714e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,2.858000000000000000e+03,1.319907424961729134e+02,1.263384437576520156e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,3.125000000000000000e+03,1.299160561368956905e+02,1.238698598240290067e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+00,3.721000000000000000e+03,1.313773075252385354e+02,1.256085427262023160e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
8.000000000000000000e+00,8.140000000000000000e+02,6.569023323909917167e+01,8.100349359061975463e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
8.000000000000000000e+00,1.314000000000000000e+03,6.610437017837661244e+01,8.129247689428576962e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
8.000000000000000000e+00,1.940000000000000000e+03,6.547698886937024554e+01,8.085469241736542756e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,1.860000000000000000e+02,1.443200151053120521e+02,1.380925345034570171e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,2.340000000000000000e+02,1.419983886363232841e+02,1.400518708419118639e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,5.700000000000000000e+02,1.428999921316115262e+02,1.392909626963540575e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,6.500000000000000000e+02,1.436363171983540212e+02,1.386695412577829529e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,2.866000000000000000e+03,1.442602749079578643e+02,1.381429522347785905e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
9.000000000000000000e+00,4.124000000000000000e+03,1.438732134906786655e+02,1.384696126645329741e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,1.266000000000000000e+03,5.170119377806730654e+01,1.255443794773113240e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,1.702000000000000000e+03,5.190816550315693689e+01,1.234809000792981521e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,1.944000000000000000e+03,5.151648412245597086e+01,1.273859091297457695e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,2.505000000000000000e+03,5.203183149731788149e+01,1.222479672664928785e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,2.820000000000000000e+03,5.170468036528423283e+01,1.255096186862496239e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.100000000000000000e+01,5.100000000000000000e+02,2.162254872689733887e+01,1.147369127279386447e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.100000000000000000e+01,2.162000000000000000e+03,2.357418248713743480e+01,1.168218449742256411e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.100000000000000000e+01,2.669000000000000000e+03,2.266045268236905130e+01,1.158457065341318639e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.100000000000000000e+01,4.042000000000000000e+03,2.102898461323178836e+01,1.141028076073816919e+02,-1.000000000000000000e+00,-1.000000000000000000e+00
1.200000000000000000e+01,7.050000000000000000e+02,1.195755191977146126e+01,7.934913847134470188e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.200000000000000000e+01,3.916000000000000000e+03,9.493010244992605706e+00,8.055709144132283939e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.400000000000000000e+01,7.710000000000000000e+02,7.101539019242332529e+01,3.902977798233003881e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.400000000000000000e+01,2.388000000000000000e+03,7.091662059528914597e+01,3.916992353794272930e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.400000000000000000e+01,3.278000000000000000e+03,6.965799056770741515e+01,4.095581119613208188e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.400000000000000000e+01,4.032000000000000000e+03,7.237138933525896789e+01,3.710573193175362405e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.600000000000000000e+01,2.556000000000000000e+03,3.893816474544940398e+00,1.831501850514980134e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.600000000000000000e+01,4.276000000000000000e+03,7.935366170315444556e+00,1.989879015695506226e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.700000000000000000e+01,5.100000000000000000e+01,5.205525282448631685e+01,9.788895589196164337e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.700000000000000000e+01,1.060000000000000000e+02,5.160255436086173120e+01,9.469173592297116215e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.700000000000000000e+01,1.813000000000000000e+03,5.173782753639657273e+01,9.564711380215787528e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.700000000000000000e+01,2.130000000000000000e+03,5.226648492835255411e+01,9.938079992245754113e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.700000000000000000e+01,3.107000000000000000e+03,5.191539641239358360e+01,9.690120852928212969e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.800000000000000000e+01,4.620000000000000000e+02,2.441174021939568561e+01,6.465999769923772078e+01,-1.000000000000000000e+00,-1.000000000000000000e+00
